날짜,고객사 ID,고객사명,고객사 그룹,제휴점 ID,제휴점명,제휴점 그룹,제휴점 유형,정산단위,수수료율,혼자결제,함께결제,정상거래,취소거래,관리자입력,거래 통계 합계,주문 수,고유 사용자 수,판매가격,식대/복지 포인트,포인트 단위,대장포인트,대장쿠폰,간편결제,포인트 사용 합계,고객사 청구 금액,제휴점 정산 금액,제휴점 수수료 금액,거래액,배송비,고객사 시/도,고객사 시/군/구,고객사 동/면,제휴점 시/도,제휴점 시/군/구,제휴점 동/면
2020-01-01,DC451D7B-5FC7-4627-95D1-0028599A3080,위시드,미설정(기본그룹),,,,방문 제휴식당,,,184,162,346,0,0,346,242,30,2838470,2838470,원,0,0,0,2838470,2838470,2784387,54083,2838470,0,서울특별시,서초구,잠원동,,,
2020-01-01,F4A9928D-0DF7-4B3E-AD07-CC4D55878CE8,마포애경타운,애경,,,,방문 제휴식당,,,61,48,109,0,0,109,78,8,1076360,1076360,원,0,0,0,1076360,1076360,1057176,19184,1076360,0,서울특별시,마포구,동교동,,,
2020-01-01,47E1E95B-5BAA-3966-99DA-19927268C69A,한일카페트,미설정(기본그룹),,,,전화배달 제휴식당,,,44,0,44,0,0,44,44,14,309500,258000,원,51500,0,0,309500,258000,300215,9285,309500,0,서울특별시,강남구,논현동,,,
2020-01-01,A1989C9A-0818-BFAA-5716-35571B0DB951,에어부산(제주지점),금호아시아나,,,,방문 제휴식당,,,49,63,112,0,0,112,72,6,932000,159,장,0,0,0,159,932000,932000,0,932000,0,제주특별자치도,제주시,용담이동,,,
2020-01-01,BA3995A8-565E-4560-B82F-E7E27AC55F4E,판교정형외과,미설정(기본그룹),,,,방문 제휴식당,,,596,190,786,0,0,786,662,29,7203400,7203400,원,0,0,0,7203400,7203400,7050404,152996,7203400,0,경기도,성남시 분당구,삼평동,,,
2020-01-01,7364A99E-FE71-4BE6-BC2A-DE3014885F12,프리모리스테라퓨틱스,미설정(기본그룹),,,,방문 제휴식당,,,3,60,63,0,0,63,23,4,488100,488100,원,0,0,0,488100,488100,483219,4881,488100,0,경기도,광명시,소하동,,,
2020-01-01,C7D1C384-55C2-4A30-BA9A-CCFA439C6D66,레저큐,미설정(기본그룹),,,,전화배달 제휴식당,,,0,12,12,0,0,12,4,4,162000,162000,원,0,0,0,162000,162000,157140,4860,162000,0,서울특별시,강남구,역삼동,,,
2020-01-01,28D75122-CE9E-461F-8D5D-9544C5DD1ADD,CLO Virtual Fashion Inc.,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,62,2,64,0,0,64,63,17,214750,214750,원,0,0,0,214750,214750,214750,0,214750,0,서울특별시,강남구,논현동,,,
2020-01-01,6230B795-B013-4045-AE33-5388C1FA0F5D,카스,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,3,0,3,0,0,3,3,3,18000,18000,원,0,0,0,18000,18000,17460,540,18000,0,서울특별시,강동구,성내동,,,
2020-01-01,5DC2F26C-B9BF-598F-E87C-974723734B46,버드뷰(x),미설정(기본그룹),,,,POS(touchb),,,7,0,7,0,0,7,7,6,166000,166000,원,0,0,0,166000,166000,162680,3320,166000,0,서울특별시,서초구,서초동,,,
2020-01-01,C5908A44-CA30-4B22-A5F3-2BEB1F08FF9D,스타즈호텔 독산점,스타즈호텔,,,,방문/전화배달 제휴식당,,,107,0,107,0,0,107,107,5,4592000,4592000,원,0,0,0,4592000,4592000,4546080,45920,4592000,0,서울특별시,금천구,독산동,,,
2020-01-01,D70A9A6F-4928-44FF-4F8A-6EE56C3E2A4E,키위플러스,미설정(기본그룹),,,,POS(MMTHC),,,30,0,30,0,0,30,30,7,127000,127000,원,0,0,0,127000,127000,124460,2540,127000,0,서울특별시,영등포구,여의도동,,,
2020-01-01,47E1E95B-5BAA-3966-99DA-19927268C69A,한일카페트,미설정(기본그룹),,,,POS(KFC),,,7,0,7,0,0,7,7,3,58300,42000,원,16300,0,0,58300,42000,56373,1927,58300,0,서울특별시,강남구,논현동,,,
2020-01-01,C2658068-B196-4075-8201-A48AC537CA69,Test_제주신화월드,미설정(기본그룹),,,,방문 제휴식당,,,3,0,3,0,0,3,3,1,30000,30000,원,0,0,0,30000,30000,30000,0,30000,0,제주특별자치도,서귀포시,안덕면,,,
2020-01-01,654B14A7-C8DD-4928-8995-265ED6FB6577,담소정(대전동부경찰서)(x),미설정(기본그룹),,,,방문 제휴식당,,,1,0,1,0,0,1,1,1,2000,2000,원,0,0,0,2000,2000,2000,0,2000,0,대전광역시,동구,인동,,,
2020-01-01,FCA9C8C6-6668-4A5B-8955-132EBE0F8222,SK스토아,SK,,,,방문 제휴식당,,,1,0,1,0,0,1,1,1,9090,9090,원,0,0,0,9090,9090,9090,0,9090,0,서울특별시,마포구,상암동,,,
2020-01-01,35558ADD-2CFF-4977-85CA-83B314742ACC,블랭크,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,0,56,56,0,0,56,15,52,501000,501000,원,0,0,0,501000,501000,485970,15030,501000,0,서울특별시,강남구,역삼동,,,
2020-01-01,A8846356-E126-4B3F-9462-ED071D0E6851,아시아나에어포트,공항,,,,방문 제휴식당,,,16530,4597,21081,38,8,21127,17750,2180,216908400,47696,장,0,0,0,47696,216916800,216916800,0,216916800,0,인천광역시,중구,운서동,,,
2020-01-01,0F4F0501-7336-CD9E-4B8F-32EDBEDB80C1,제주항공,공항,,,,방문/전화배달 제휴식당,,,117,137,254,0,0,254,149,200,2742500,650,장,0,0,0,650,2742500,2742500,0,2742500,0,서울특별시,강서구,공항동,,,
2020-01-01,18DDD5E2-23A3-E8C3-632F-2FD4FABE0477,한솔,한솔,,,,전화배달 제휴식당,,,121,0,121,0,0,121,121,97,3307250,3307250,원,0,0,0,3307250,3307250,3241105,66145,3307250,0,서울특별시,중구,을지로2가,,,
2020-01-01,CDD3EB73-4BD3-493E-BD08-A618DBDA6AD1,수성엔지니어링,미설정(기본그룹),,,,방문 제휴식당,,,3015,0,3015,0,0,3015,3015,351,23928800,23928800,원,0,0,0,23928800,23928800,23587383,341417,23928800,0,서울특별시,송파구,문정동,,,
2020-01-01,9D3E8957-786D-0936-A0B6-B73CBF187B67,에어서울,해지,,,,구내식당,,,403,0,403,0,0,403,403,60,1816510,403,장,0,0,0,403,1816510,1816510,0,1816510,0,서울특별시,강서구,방화동,,,
2020-01-01,2F52A484-CD35-4CB5-8A48-E7FABE43B655,야놀자,야놀자,,,,전화배달 제휴식당,,,6,65,69,2,0,71,18,59,709900,709900,원,0,0,0,709900,709900,688603,21297,709900,0,서울특별시,강남구,대치동,,,
2020-01-01,0300B12D-2EC5-458D-81E0-BD813BE445E5,SK하이닉스,SK,,,,방문 제휴식당,,,1859,25,1841,4,39,1884,1867,833,12809800,12809800,원,0,0,0,12809800,12809800,12714836,94964,12809800,0,경기도,성남시 분당구,정자동,,,
2020-01-01,A8846356-E126-4B3F-9462-ED071D0E6851,아시아나에어포트,공항,,,,구내식당,,,27791,117,27887,0,21,27908,27815,1754,124838820,27927,장,0,0,0,27927,128144060,128144060,0,128144060,0,인천광역시,중구,운서동,,,
2020-01-01,0FF653B5-DC6D-9472-E86D-B238DD8F7F22,한솔로지스틱스,한솔,,,,전화배달 제휴식당,,,117,0,117,0,0,117,117,61,1682860,1682860,원,0,0,0,1682860,1682860,1649202,33658,1682860,0,서울특별시,중구,을지로2가,,,
2020-01-01,8AEABFF9-EDD1-E1AC-F838-52ABA5C33AAB,법무법인 율촌,율촌,,,,방문 제휴식당,,,6297,4559,10823,15,18,10856,7948,799,86914370,86908220,원,6150,0,0,86914370,86614600,85097006,1523744,86620750,0,서울특별시,강남구,삼성동,,,
2020-01-01,90C01D4D-2366-49B5-8FB8-6AE32CA9B25F,글루업,미설정(기본그룹),,,,방문 제휴식당,,,236,0,236,0,0,236,236,37,450100,450100,원,0,0,0,450100,450100,450100,0,450100,0,서울특별시,강남구,삼성동,,,
2020-01-01,2AFE1474-DBCD-5923-207A-46F8C468D79F,샌드박스네트워크,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,131,429,560,0,0,560,244,185,4594800,4458600,원,136200,0,0,4594800,4458600,4480469,114331,4594800,0,서울특별시,용산구,한강로3가,,,
2020-01-01,5E84D9E9-7F13-94DE-6238-B549E2D02DD7,한미사이언스,한미약품,,,,방문/전화배달 제휴식당,,,34,67,101,0,0,101,51,49,1091900,1091900,원,0,0,0,1091900,1091900,1065950,25950,1091900,0,서울특별시,송파구,방이동,,,
2020-01-01,97B301F9-DAE4-29A1-83BD-F2ECA5B57194,빗썸,빗썸,,,,방문 제휴식당,,,166,353,519,0,0,519,271,115,4398690,4398690,원,0,0,0,4398690,4398690,4275388,123302,4398690,0,서울특별시,강남구,역삼동,,,
2020-01-01,654B14A7-C8DD-4928-8995-265ED6FB6577,담소정(대전동부경찰서)(x),미설정(기본그룹),,,,구내식당,,,1777,0,1777,0,0,1777,1777,153,6219500,6219500,원,0,0,0,6219500,6219500,6219500,0,6219500,0,대전광역시,동구,인동,,,
2020-01-01,FFE10968-26A9-B8EA-3B86-1699D0241E7A,쿠캣,미설정(기본그룹),,,,방문 제휴식당,,,11,0,11,0,0,11,11,8,120700,120700,원,0,0,0,120700,120700,119313,1387,120700,0,서울특별시,강남구,삼성동,,,
2020-01-01,5AAA257B-A6FE-4C06-BDA0-79E32F18DA04,미트박스(x),미설정(기본그룹),,,,방문/전화배달 제휴식당,,,7,24,31,0,0,31,12,19,314100,314100,원,0,0,0,314100,314100,307818,6282,314100,0,서울특별시,강남구,역삼동,,,
2020-01-01,1D5A7DBC-B1DA-41D6-A789-A02015ADF454,더케이텍_대한항공,공항,,,,방문 제휴식당,,,1547,200,1740,6,1,1747,1627,184,16511400,3343,장,0,0,0,3343,16511400,16511400,0,16511400,0,인천광역시,중구,운서동,,,
2020-01-01,46D63478-9AE7-4EF3-9ADB-53F72024EB12,일레븐코퍼레이션,미설정(기본그룹),,,,POS(MMTHC),,,16,0,16,0,0,16,16,11,88100,88100,원,0,0,0,88100,88100,85457,2643,88100,0,서울특별시,중구,명동1가,,,
2020-01-01,D47A70A5-AC57-3444-0317-EBB9B7A3F4A8,오리콤,두산,,,,방문 제휴식당,,,341,0,341,0,0,341,341,82,10113500,10113500,원,0,0,0,10113500,10113500,9947123,166377,10113500,0,서울특별시,강남구,논현동,,,
2020-01-01,2A928204-050F-4106-9A56-6DA8E7433395,프리모리스인터내셔널_비활성,프리모리스인터내셔널,,,,방문/전화배달 제휴식당,,,40,39,79,0,0,79,57,29,755500,755500,원,0,0,0,755500,755500,731815,23685,755500,0,서울특별시,강남구,논현동,,,
2020-01-01,1D5A7DBC-B1DA-41D6-A789-A02015ADF454,더케이텍_대한항공,공항,,,,방문/전화배달 제휴식당,,,1,9,10,0,0,10,5,6,70000,14,장,0,0,0,14,70000,70000,0,70000,0,인천광역시,중구,운서동,,,
2020-01-01,34416D82-E46E-4DD9-8270-14D58969D235,한국공항공사_대구지사,한국공항공사,,,,방문 제휴식당,,,664,0,664,0,0,664,664,63,3632600,3632600,원,0,0,0,3632600,3632600,3632600,0,3632600,0,대구광역시,동구,지저동,,,
2020-01-01,2582E41B-87D2-53EB-7448-56B667419A77,녹십자셀,GC녹십자,,,,방문 제휴식당,,,349,2240,2589,0,0,2589,967,130,15230800,14991400,원,239400,0,0,15230800,14991400,14991335,239465,15230800,0,서울특별시,금천구,가산동,,,
2020-01-01,D664FF84-D1E0-4BFB-8080-5A780181FE01,프레시지,프레시지,,,,방문 제휴식당,,,498,2314,2812,0,0,2812,1138,181,18925500,18925500,원,0,0,0,18925500,18925500,18460317,465183,18925500,0,서울특별시,강남구,대치동,,,
2020-01-01,F011EE4C-E657-4E1A-A3C7-5D66EC67B934,세안이엔씨,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,7,14,21,0,0,21,13,14,135100,135100,원,0,0,0,135100,135100,131719,3381,135100,0,서울특별시,강남구,대치동,,,
2020-01-01,D9900BE3-81FB-4B65-8BE6-0ADD04BEAF95,트랜스코스모스코리아,미설정(기본그룹),,,,방문 제휴식당,,,3497,0,3496,1,0,3497,3497,215,13938600,13938600,원,0,0,0,13938600,13938600,13709047,229553,13938600,0,서울특별시,강남구,삼성동,,,
2020-01-01,D4699F6D-7834-41D6-8B61-6F0866B151B5,후오비코리아,미설정(기본그룹),,,,방문 제휴식당,,,49,57,104,1,1,106,76,23,975950,975950,원,0,0,0,975950,975950,950491,25459,975950,0,서울특별시,강남구,역삼동,,,
2020-01-01,3DE3B89F-9579-4DB7-97E3-CD6D3A16B1B5,빅슨커뮤니케이션,미설정(기본그룹),,,,전화배달 제휴식당,,,1,30,31,0,0,31,10,20,275500,274500,원,1000,0,0,275500,274500,266285,9215,275500,0,서울특별시,강남구,논현동,,,
2020-01-01,7BA49326-128E-462D-9789-EEA06211FE7A,지앤비교육,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,0,20,20,0,0,20,7,13,196900,196900,원,0,0,0,196900,196900,189024,7876,196900,0,서울특별시,강남구,대치동,,,
2020-01-01,32FB2E4E-923D-42A5-8EDC-FF8C78CB80FD,천호앤케어 부산사업장,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,21,36,57,0,0,57,33,29,384500,384500,원,0,0,0,384500,384500,384500,0,384500,0,부산광역시,부산진구,범천동,,,
2020-01-01,2A928204-050F-4106-9A56-6DA8E7433395,프리모리스인터내셔널_비활성,프리모리스인터내셔널,,,,방문 제휴식당,,,36,292,328,0,0,328,139,38,3680400,3680400,원,0,0,0,3680400,3680400,3582618,97782,3680400,0,서울특별시,강남구,논현동,,,
2020-01-01,56C1FA0E-C393-4E18-AF87-C910A75C67B2,지엠홀딩스(x),미설정(기본그룹),,,,방문/전화배달 제휴식당,,,32,17,49,0,0,49,39,26,334100,332567,원,1533,0,0,334100,332567,325427,8673,334100,0,서울특별시,서초구,서초동,,,
2020-01-01,9EABBE3F-3A45-4B95-B9B6-DD37A3A7B82D,바스,공항,,,,방문 제휴식당,,,4161,1448,5587,22,0,5609,4631,238,34740500,6984,장,0,0,0,6984,34740500,34740500,0,34740500,0,부산광역시,강서구,대저2동,,,
2020-01-01,8AEC4A98-1C8B-D26F-9275-B160FEDA6AFE,팜스코,하림,,,,방문 제휴식당,,,20,1372,1392,0,0,1392,188,69,9761000,9761000,원,0,0,0,9761000,9761000,9553479,207521,9761000,0,경기도,성남시 분당구,정자동,,,
2020-01-01,C9BE697D-2DBB-447E-9FFE-5B4F0D69CC03,동남에어버스,미설정(기본그룹),,,,구내식당,,,1275,0,1275,0,0,1275,1275,40,5750250,1275,장,0,0,0,1275,5750250,5750250,0,5750250,0,서울특별시,강서구,오쇠동,,,
2020-01-01,4475B97D-0BD7-3804-88E5-A151D8D73E84,엘리엇(x),미설정(기본그룹),,,,방문 제휴식당,,,97,726,823,0,0,823,320,62,5947200,5900700,원,46500,0,0,5947200,5900700,5811026,136174,5947200,0,서울특별시,강남구,논현동,,,
2020-01-01,18DDD5E2-23A3-E8C3-632F-2FD4FABE0477,한솔,한솔,,,,방문 제휴식당,,,3438,1982,5416,3,1,5420,4027,288,45335117,45335117,원,0,0,0,45335117,45335117,44436142,898975,45335117,0,서울특별시,중구,을지로2가,,,
2020-01-01,0DBFFBB0-6350-4DBC-BABA-14274B9EAA2E,아난티클럽(청담),아난티,,,,방문 제휴식당,,,0,61,61,0,0,61,10,7,414800,414800,원,0,0,0,414800,414800,405039,9761,414800,0,서울특별시,강남구,청담동,,,
2020-01-01,D6CADC02-86C1-4520-A945-217544454F72,콩테크(x),미설정(기본그룹),,,,방문 제휴식당,,,455,34,489,0,0,489,470,27,4269100,4269100,원,0,0,0,4269100,4269100,4197367,71733,4269100,0,경기도,성남시 분당구,삼평동,,,
2020-01-01,F5C46BF6-1C94-44A1-96E0-018CC7073827,프레인글로벌(x),프레인글로벌,,,,방문 제휴식당,,,152,366,518,0,0,518,240,50,3536000,3536000,원,0,0,0,3536000,3536000,3485530,50470,3536000,0,서울특별시,강남구,청담동,,,
2020-01-01,329EB772-A840-3D66-8C9D-CA9A55FF0226,포맨해운항공,미설정(기본그룹),,,,방문 제휴식당,,,141,58,199,0,0,199,160,27,1776900,1776900,원,0,0,0,1776900,1776900,1744917,31983,1776900,0,서울특별시,성동구,성수동1가,,,
2020-01-01,48235C33-DB1A-4C53-8FC3-CC968B21D250,한컴프론티스,한컴,,,,방문 제휴식당,,,684,265,947,0,2,949,760,68,5716150,5716150,원,0,0,0,5716150,5716150,5631695,84455,5716150,0,경기도,성남시 분당구,삼평동,,,
2020-01-01,FD00B85F-ECEB-4279-9FE9-B1A8A5217278,LS메탈 (x),LS,,,,방문 제휴식당,,,740,60,799,1,0,800,765,47,5902480,5902480,원,0,0,0,5902480,5902480,5839094,63386,5902480,0,서울특별시,용산구,한강로2가,,,
2020-01-01,DF14C144-7EFC-D260-A819-0BEFE0025DD0,환인제약,미설정(기본그룹),,,,방문 제휴식당,,,398,1111,1506,3,0,1509,753,116,12595410,12595410,원,0,0,0,12595410,12595410,12221879,373531,12595410,0,서울특별시,송파구,문정동,,,
2020-01-01,989448F5-F333-0E07-50C8-4AF5F3B1520E,플리토,미설정(기본그룹),,,,방문 제휴식당,,,113,934,1047,0,0,1047,345,66,8041700,8041700,원,0,0,0,8041700,8041700,7893147,148553,8041700,0,서울특별시,강남구,삼성동,,,
2020-01-01,ACD95100-2F16-4B6A-9926-7CB727DFCFC8,데이블,미설정(기본그룹),,,,방문 제휴식당,,,142,55,197,0,0,197,161,49,1716220,1616020,원,100200,0,0,1716220,1616020,1666598,49622,1716220,0,서울특별시,강남구,삼성동,,,
2020-01-01,D23A3108-5284-4F7F-91F3-D26E13856434,신성씨엔에스,신성씨앤에스,,,,방문 제휴식당,,,284,2,286,0,0,286,285,30,445300,445300,원,0,0,0,445300,445300,445300,0,445300,0,서울특별시,구로구,구로동,,,
2020-01-01,56C1FA0E-C393-4E18-AF87-C910A75C67B2,지엠홀딩스(x),미설정(기본그룹),,,,배달식사,,,125,0,117,8,0,125,125,15,550200,550200,원,0,0,0,550200,550200,506184,44016,550200,0,서울특별시,서초구,서초동,,,
2020-01-01,06527371-DF31-0FC4-0B93-55C06BCDEF70,아트라스BX,미설정(기본그룹),,,,배달식사,,,43,0,41,2,0,43,43,6,171100,160000,원,11100,0,0,171100,160000,157412,13688,171100,0,서울특별시,강남구,역삼동,,,
2020-01-01,D7C9F0B2-8B83-4475-B612-641D90AFD730,리디,미설정(기본그룹),,,,방문 제휴식당,,,36,92,128,0,0,128,58,16,1236800,1236800,원,0,0,0,1236800,1236800,1213809,22991,1236800,0,서울특별시,강남구,역삼동,,,
2020-01-01,91DE2446-40D3-4D3F-9E3E-956A67FAAB41,제이레퍼토리,미설정(기본그룹),,,,방문 제휴식당,,,10,34,44,0,0,44,22,21,333000,333000,원,0,0,0,333000,333000,326340,6660,333000,0,서울특별시,마포구,동교동,,,
2020-01-01,E3D80A34-9E94-4E26-A34F-DEF186039090,엠레드클리닉 (X),미설정(기본그룹),,,,방문 제휴식당,,,2,13,15,0,0,15,6,7,113000,113000,원,0,0,0,113000,113000,112440,560,113000,0,서울특별시,강남구,청담동,,,
2020-01-01,F75B4355-F69B-F5E1-E7F6-321DDF9C14DA,알프레드이미지웍스(x),미설정(기본그룹),,,,큐피콘,,,67,0,67,0,0,67,67,7,301000,301000,원,0,0,0,301000,301000,291970,9030,301000,0,서울특별시,강남구,논현동,,,
2020-01-01,3FB50669-B362-4AA9-8F3B-8338E0CF07F3,애경에스티,애경,,,,방문 제휴식당,,,36,65,101,0,0,101,53,7,968180,968180,원,0,0,0,968180,968180,950426,17754,968180,0,서울특별시,마포구,동교동,,,
2020-01-01,B729A2EF-A4F3-4804-8CEE-55DE40FC4A54,더쿠스(x),미설정(기본그룹),,,,방문/전화배달 제휴식당,,,0,17,17,0,0,17,4,7,129500,129500,원,0,0,0,129500,129500,126460,3040,129500,0,서울특별시,서초구,서초동,,,
2020-01-01,0030AE5F-CE28-47A8-83DD-F2E681C149B3,이현세무법인(강남센터),서현파트너스,,,,방문 제휴식당,,,10,64,74,0,0,74,26,5,574000,574000,원,0,0,0,574000,574000,562186,11814,574000,0,서울특별시,강남구,대치동,,,
2020-01-01,5AAF8A00-D980-40A3-82D8-6CEE0DC44FC5,회사,현대벤디스,,,,방문 제휴식당,,,23,4,27,0,0,27,25,6,236300,236300,원,0,0,0,236300,236300,236300,0,236300,0,서울특별시,강남구,삼성동,,,
2020-01-01,6CF548F8-0E35-49A4-A492-7649A8EC2AE3,순천향대학교,순천향대학교,,,,구내식당,,,12,0,11,1,0,12,12,3,50500,50500,원,0,0,0,50500,50500,50500,0,50500,0,충청남도,아산시,신창면,,,
2020-01-01,B7FFA3E6-287B-6DB7-A077-875506860DDC,더라스트파트너스,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,0,3,3,0,0,3,1,3,29000,29000,원,0,0,0,29000,29000,27550,1450,29000,0,서울특별시,강남구,역삼동,,,
2020-01-01,29226F2F-8606-491C-9033-DE9D2DC2AC21,버핏서울,미설정(기본그룹),,,,전화배달 제휴식당,,,0,3,3,0,0,3,1,3,24000,24000,원,0,0,0,24000,24000,23280,720,24000,0,서울특별시,강남구,역삼동,,,
2020-01-01,776E48C6-6008-E30E-C5F2-EB555E0239C0,니오스트림인터랙티브,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,1,0,0,0,1,1,1,1,20500,20500,원,0,0,0,20500,20500,19987,513,20500,0,서울특별시,강남구,역삼동,,,
2020-01-01,5AAF8A00-D980-40A3-82D8-6CEE0DC44FC5,회사,현대벤디스,,,,배달식사,,,1,0,0,1,0,1,1,1,0,0,원,0,0,0,0,0,0,0,0,0,서울특별시,강남구,삼성동,,,
2020-01-01,426EC96E-69FE-4DB1-A38C-0E8685178C2E,재단법인 여의도연구원,미설정(기본그룹),,,,POS(KFC),,,2,0,2,0,0,2,2,1,15600,15600,원,0,0,0,15600,15600,15085,515,15600,0,서울특별시,영등포구,영등포동7가,,,
2020-01-01,8ACD9B20-04D1-45E8-88C1-1D5828CD14DF,엔텔스,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,37,32,69,0,0,69,48,43,501900,501900,원,0,0,0,501900,501900,489343,12557,501900,0,서울특별시,강남구,청담동,,,
2020-01-01,A4335E89-40C1-915B-52B0-4A25F0E74A85,제이에이에스(x),공항,,,,구내식당,,,430,0,430,0,0,430,430,75,1935000,430,장,0,0,0,430,1935000,1935000,0,1935000,0,서울특별시,강서구,공항동,,,
2020-01-01,629F93A8-7915-B9C4-FB75-F1508A46B742,한미글로벌,한미글로벌,,,,방문 제휴식당,,,1756,1069,2824,1,0,2825,2058,186,29327800,29327800,원,0,0,0,29327800,29327800,28791988,535812,29327800,0,서울특별시,강남구,삼성동,,,
2020-01-01,57014FF0-647F-42A9-8542-D9F58076A95C,이글루코퍼레이션,미설정(기본그룹),,,,방문 제휴식당,,,46,494,540,0,0,540,124,115,4083400,4083400,원,0,0,0,4083400,4083400,3969275,114125,4083400,0,서울특별시,송파구,문정동,,,
2020-01-01,0F4F0501-7336-CD9E-4B8F-32EDBEDB80C1,제주항공,공항,,,,구내식당,,,1508,0,1508,0,0,1508,1508,220,6771800,1508,장,0,0,0,1508,6825760,6825760,0,6825760,0,서울특별시,강서구,공항동,,,
2020-01-01,FC2D139D-2859-4790-AA62-1066C6E5BD07,포스크리에이티브파티 (x),포스크리에이티브파티,,,,방문/전화배달 제휴식당,,,150,134,284,0,0,284,184,128,2551500,2551500,원,0,0,0,2551500,2551500,2474955,76545,2551500,0,서울특별시,강남구,논현동,,,
2020-01-01,38C28318-2105-48E7-A7C6-E10003C60FD0,더케이텍_인천화물(x),해지,,,,구내식당,,,1372,29,1370,11,20,1401,1377,103,6255000,1390,장,0,0,0,1390,6255000,6255000,0,6255000,0,인천광역시,중구,운서동,,,
2020-01-01,84649328-25ED-FACC-A628-5677F238F494,테이크원컴퍼니,미설정(기본그룹),,,,전화배달 제휴식당,,,4,130,134,0,0,134,26,56,995400,995400,원,0,0,0,995400,995400,965538,29862,995400,0,서울특별시,강남구,논현동,,,
2020-01-01,8ACD9B20-04D1-45E8-88C1-1D5828CD14DF,엔텔스,미설정(기본그룹),,,,방문 제휴식당,,,199,424,623,0,0,623,334,128,4761900,4761900,원,0,0,0,4761900,4761900,4663757,98143,4761900,0,서울특별시,강남구,청담동,,,
2020-01-01,2F52A484-CD35-4CB5-8A48-E7FABE43B655,야놀자,야놀자,,,,배달식사,,,1791,0,1559,232,0,1791,1791,205,7108700,7108700,원,0,0,0,7108700,7108700,6540004,568696,7108700,0,서울특별시,강남구,대치동,,,
2020-01-01,6EFE6B43-EA65-491D-AEBD-21E8C6ABDFE0,티비에이치글로벌(X),미설정(기본그룹),,,,전화배달 제휴식당,,,1,49,50,0,0,50,14,24,437800,437800,원,0,0,0,437800,437800,424666,13134,437800,0,서울특별시,강남구,삼성동,,,
2020-01-01,7AB840B8-AB89-9E10-1BED-E1041DCE1644,한국공항,공항,,,,구내식당,,,35786,13,35770,1,28,35799,35790,2109,170685000,35818,장,0,0,0,35818,170685000,170685000,0,170685000,0,서울특별시,강서구,방화동,,,
2020-01-01,742C1B63-C715-0E7A-3A4D-D3080465588D,KIS정보통신,미설정(기본그룹),,,,방문 제휴식당,,,120,162,282,0,0,282,173,64,1931900,1931900,원,0,0,0,1931900,1931900,1902332,29568,1931900,0,서울특별시,구로구,구로동,,,
2020-01-01,38D36C12-14A3-EC68-42B7-E5D9326929A5,에어부산(김해본사),금호아시아나,,,,방문 제휴식당,,,73,0,73,0,0,73,73,73,8600000,1720,장,0,0,0,1720,8600000,8600000,0,8600000,0,부산광역시,부산광역시,강서구,,,
2020-01-01,E72A8013-A713-4339-91E9-49CC5E9807F7,이엔코퍼레이션,미설정(기본그룹),,,,방문 제휴식당,,,73,4,77,0,0,77,75,23,1213000,1213000,원,0,0,0,1213000,1213000,1183227,29773,1213000,0,서울특별시,강남구,역삼동,,,
2020-01-01,E8B49495-E533-F1A3-B9C4-97DE6AE454EA,미디어로그,미설정(기본그룹),,,,방문 제휴식당,,,699,0,699,0,0,699,699,153,4704600,4704600,원,0,0,0,4704600,4704600,4671920,32680,4704600,0,,,,,,
2020-01-01,DE9B8868-85C2-4527-9E3E-CBF1BF4FA950,한국산업은행,한국산업은행,,,,POS(KFC),,,39,26,65,0,0,65,52,39,631100,631100,원,0,0,0,631100,631100,621621,9479,631100,0,서울특별시,영등포구,여의도동,,,
2020-01-01,DCA54716-0894-37AE-23A0-BE661006D524,자이언트스텝(x),미설정(기본그룹),,,,전화배달 제휴식당,,,3,272,268,0,7,275,72,72,1832300,1832300,원,0,0,0,1832300,1832300,1804051,28249,1832300,0,서울특별시,강남구,논현동,,,
2020-01-01,C37E1F5D-D494-4EF1-B05D-4538658CE83F,발렉스서비스,팬택씨앤아이,,,,방문/전화배달 제휴식당,,,217,0,216,1,0,217,217,49,857700,857700,원,0,0,0,857700,857700,831969,25731,857700,0,서울특별시,강남구,삼성동,,,
2020-01-01,84649328-25ED-FACC-A628-5677F238F494,테이크원컴퍼니,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,91,232,316,0,7,323,148,84,2515600,2515600,원,0,0,0,2515600,2515600,2447758,67842,2515600,0,서울특별시,강남구,논현동,,,
2020-01-01,701BC3C4-27C4-078C-8260-03BC64A7136F,디어센틱(x),미설정(기본그룹),,,,전화배달 제휴식당,,,0,27,27,0,0,27,3,14,214500,214500,원,0,0,0,214500,214500,208065,6435,214500,0,서울특별시,강남구,신사동,,,
