날짜,고객사 ID,고객사명,고객사 그룹,제휴점 ID,제휴점명,제휴점 그룹,제휴점 유형,정산단위,수수료율,혼자결제,함께결제,정상거래,취소거래,관리자입력,거래 통계 합계,주문 수,고유 사용자 수,판매가격,식대/복지 포인트,포인트 단위,대장포인트,대장쿠폰,간편결제,포인트 사용 합계,고객사 청구 금액,제휴점 정산 금액,제휴점 수수료 금액,거래액,배송비,고객사 시/도,고객사 시/군/구,고객사 동/면,제휴점 시/도,제휴점 시/군/구,제휴점 동/면
2020-05-01,F1BFD474-EC2A-2FFB-B17C-030A9C22822F,한컴,한컴,,,,방문 제휴식당,,,45,134,179,0,0,179,87,45,4256000,4256000,원,0,0,0,4256000,4256000,4183600,72400,4256000,0,서울특별시,강남구,논현동,,,
2020-05-01,33A63C37-AAD7-421D-BD49-7C74432205FE,IP CAMPUS,미설정(기본그룹),,,,방문 제휴식당,,,67,6,73,0,0,73,70,44,607400,607400,원,0,0,0,607400,607400,591913,15487,607400,0,서울특별시,강남구,역삼동,,,
2020-05-01,2F52A484-CD35-4CB5-8A48-E7FABE43B655,야놀자,야놀자,,,,방문 제휴식당,,,6139,3355,9491,3,0,9494,7081,703,86730236,86730236,원,0,0,0,86730236,86730236,84663054,2067182,86730236,0,서울특별시,강남구,대치동,,,
2020-05-01,052D5816-EBE2-4118-8BC3-3F3C1C1E29FF,한국발명진흥회,미설정(기본그룹),,,,방문 제휴식당,,,239,175,380,21,13,414,294,118,3020000,3020000,원,0,0,0,3020000,3020000,2940426,79574,3020000,0,서울특별시,강남구,역삼동,,,
2020-05-01,4691522D-CA09-850B-F5F7-403912988CC5,빗썸서비스,비티씨,,,,방문/전화배달 제휴식당,,,25,0,25,0,0,25,25,12,182900,182900,원,0,0,0,182900,182900,178460,4440,182900,0,서울특별시,강남구,역삼동,,,
2020-05-01,E53BBC8A-991A-8135-8959-CC6E8C19D6B4,삼우씨엠건축사사무소,미설정(기본그룹),,,,방문 제휴식당,,,1385,1152,2532,4,1,2537,1698,242,21014440,21014440,원,0,0,0,21014440,21014440,20593214,421226,21014440,0,서울특별시,송파구,잠실동,,,
2020-05-01,1FED44FD-6753-437F-8827-738C98E553D5,다올저축은행,미설정(기본그룹),,,,전화배달 제휴식당,,,20,17,37,0,0,37,25,20,355400,355400,원,0,0,0,355400,355400,344738,10662,355400,0,서울특별시,강남구,대치동,,,
2020-05-01,BFDDE933-4C27-3B75-549A-276E25C78B8A,SAS코리아,미설정(기본그룹),,,,방문 제휴식당,,,150,652,800,2,0,802,359,97,10049120,10049120,원,0,0,0,10049120,10049120,9795872,253248,10049120,0,서울특별시,서초구,서초동,,,
2020-05-01,B8BA5FD7-A33D-48B8-9FB2-3194FFBA2077,창소프트아이앤아이,창소프트,,,,방문/전화배달 제휴식당,,,4,2,6,0,0,6,5,6,83600,83600,원,0,0,0,83600,83600,81205,2395,83600,0,서울특별시,강남구,삼성동,,,
2020-05-01,38C28318-2105-48E7-A7C6-E10003C60FD0,더케이텍_인천화물(x),해지,,,,구내식당,,,628,0,627,0,1,628,628,74,2826000,628,장,0,0,0,628,2826000,2826000,0,2826000,0,인천광역시,중구,운서동,,,
2020-05-01,CA36DB82-AC8E-79B2-A76E-5C44E6D24EF7,가온미디어,가온미디어,,,,방문 제휴식당,,,3177,6968,10127,11,7,10145,5127,450,49888100,49835600,원,0,0,0,49835600,61359628,61359628,0,61359628,0,경기도,성남시 분당구,야탑동,,,
2020-05-01,9F6793A3-5CD9-4F20-ADE9-9977836BDF9D,링게임즈,미설정(기본그룹),,,,방문 제휴식당,,,91,209,300,0,0,300,149,27,2283200,2283200,원,0,0,0,2283200,2283200,2219008,64192,2283200,0,서울특별시,서초구,서초동,,,
2020-05-01,AF394E70-B719-9080-E4A0-894B55E1A512,인스터,미설정(기본그룹),,,,방문 제휴식당,,,31,75,106,0,0,106,57,31,893600,893600,원,0,0,0,893600,893600,866976,26624,893600,0,서울특별시,강남구,논현동,,,
2020-05-01,03CA1A15-DDD8-41EA-9BD0-F7296C9BB63B,더블유티테크놀로지코리아,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,6,13,19,0,0,19,11,11,151000,151000,원,0,0,0,151000,151000,147980,3020,151000,0,경기도,성남시 분당구,수내동,,,
2020-05-01,5DC2F26C-B9BF-598F-E87C-974723734B46,버드뷰(x),미설정(기본그룹),,,,방문 제휴식당,,,31,0,31,0,0,31,31,8,243000,243000,원,0,0,0,243000,243000,238140,4860,243000,0,서울특별시,서초구,서초동,,,
2020-05-01,84649328-25ED-FACC-A628-5677F238F494,테이크원컴퍼니,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,113,317,430,0,0,430,186,86,3777300,3760400,원,16900,0,0,3777300,3760400,3687098,90202,3777300,0,서울특별시,강남구,논현동,,,
2020-05-01,F75B4355-F69B-F5E1-E7F6-321DDF9C14DA,알프레드이미지웍스(x),미설정(기본그룹),,,,방문/전화배달 제휴식당,,,67,33,100,0,0,100,82,25,667900,667900,원,0,0,0,667900,667900,646669,21231,667900,0,서울특별시,강남구,논현동,,,
2020-05-01,951DD8A2-D735-D5E9-10FD-263A414F4575,인코어드 테크놀로지스,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,0,52,52,0,0,52,14,22,391500,391500,원,0,0,0,391500,391500,381875,9625,391500,0,서울특별시,강남구,논현동,,,
2020-05-01,C838D901-3EC2-4B09-9663-04B6B3F4F199,에센루,미설정(기본그룹),,,,방문 제휴식당,,,21,61,82,0,0,82,41,37,651000,650500,원,500,0,0,651000,650500,629136,21864,651000,0,서울특별시,강남구,논현동,,,
2020-05-01,B45243CA-6146-47E2-8617-2DD4B815304F,갤럭시아에스엠(x),미설정(기본그룹),,,,POS(KFC),,,5,0,5,0,0,5,5,5,50500,50500,원,0,0,0,50500,50500,48832,1668,50500,0,서울특별시,강남구,논현동,,,
2020-05-01,C5E58C7C-6932-96F5-12F9-5AB73C45BB3A,성도이엔지,미설정(기본그룹),,,,방문 제휴식당,,,114,1141,1255,0,0,1255,399,94,8642200,8642200,원,0,0,0,8642200,8642200,8498485,143715,8642200,0,서울특별시,강남구,삼성동,,,
2020-05-01,B45243CA-6146-47E2-8617-2DD4B815304F,갤럭시아에스엠(x),미설정(기본그룹),,,,방문/전화배달 제휴식당,,,7,4,11,0,0,11,9,9,124400,124400,원,0,0,0,124400,124400,120668,3732,124400,0,서울특별시,강남구,논현동,,,
2020-05-01,42312D70-90F6-C310-7CD3-53AEBFA05E8F,루비큐브,미설정(기본그룹),,,,POS(KFC),,,7,37,44,0,0,44,17,26,422500,422500,원,0,0,0,422500,422500,409825,12675,422500,0,경기도,성남시 분당구,정자동,,,
2020-05-01,306C0494-C8C0-8542-D0A4-D2C2530E0B40,국민의힘(x),미설정(기본그룹),,,,방문/전화배달 제휴식당,,,12,0,12,0,0,12,12,8,141400,141400,원,0,0,0,141400,141400,138572,2828,141400,0,서울특별시,영등포구,여의도동,,,
2020-05-01,C9BE697D-2DBB-447E-9FFE-5B4F0D69CC03,동남에어버스,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,23,0,23,0,0,23,23,14,240000,48,장,0,0,0,48,240000,240000,0,240000,0,서울특별시,강서구,오쇠동,,,
2020-05-01,D3F34EE7-AF76-4A7C-806B-E365C843A853,전북경찰청,경찰서,,,,방문 제휴식당,,,9,0,9,0,0,9,9,7,15000,15000,원,0,0,0,15000,15000,15000,0,15000,0,전북특별자치도,전주시 완산구,효자동3가,,,
2020-05-01,E7C13AD0-8C4B-3472-76D9-19E2CD8CA1A4,진에어본사_마곡,진에어,,,,기타,,,540,0,521,1,18,540,540,74,4651200,816,장,0,0,0,816,4651200,4651200,0,4651200,0,서울특별시,강서구,마곡동,,,
2020-05-01,6EFE6B43-EA65-491D-AEBD-21E8C6ABDFE0,티비에이치글로벌(X),미설정(기본그룹),,,,방문 제휴식당,,,3224,2158,5372,10,0,5382,3874,246,31734250,31731550,원,2700,0,0,31734250,31731550,31140758,593492,31734250,0,서울특별시,강남구,삼성동,,,
2020-05-01,A61C4C0C-5A48-49B7-896A-7839FBAA47C0,에이케이켐텍,미설정(기본그룹),,,,방문 제휴식당,,,377,597,974,0,0,974,534,52,6312200,6312200,원,0,0,0,6312200,6312200,6215831,96369,6312200,0,서울특별시,서울특별시,마포구,,,
2020-05-01,654B14A7-C8DD-4928-8995-265ED6FB6577,담소정(대전동부경찰서)(x),미설정(기본그룹),,,,구내식당,,,3947,0,3947,0,0,3947,3947,263,13814500,13814500,원,0,0,0,13814500,13814500,13814500,0,13814500,0,대전광역시,동구,인동,,,
2020-05-01,00EE8441-62BF-40D7-AB37-64280D456132,대명인터내셔널 삼성지점(x),대명소노,,,,방문 제휴식당,,,88,218,304,2,0,306,161,31,2114090,2114090,원,0,0,0,2114090,2114090,2074681,39409,2114090,0,서울특별시,강남구,삼성동,,,
2020-05-01,0FF653B5-DC6D-9472-E86D-B238DD8F7F22,한솔로지스틱스,한솔,,,,방문 제휴식당,,,1863,1540,3398,4,1,3403,2359,159,25695726,25695726,원,0,0,0,25695726,25695726,25163599,532127,25695726,0,서울특별시,중구,을지로2가,,,
2020-05-01,EA321FCE-F9E0-6F96-7534-D2C8F25767D2,온라인팜,한미약품,,,,방문 제휴식당,,,234,516,740,10,0,750,377,49,5208750,5208750,원,0,0,0,5208750,5208750,5091981,116769,5208750,0,서울특별시,송파구,방이동,,,
2020-05-01,0030AE5F-CE28-47A8-83DD-F2E681C149B3,이현세무법인(강남센터),서현파트너스,,,,방문 제휴식당,,,12,65,77,0,0,77,28,5,569400,569400,원,0,0,0,569400,569400,557219,12181,569400,0,서울특별시,강남구,대치동,,,
2020-05-01,D9900BE3-81FB-4B65-8BE6-0ADD04BEAF95,트랜스코스모스코리아,미설정(기본그룹),,,,방문 제휴식당,,,3219,0,3219,0,0,3219,3219,224,12824000,12824000,원,0,0,0,12824000,12824000,12625016,198984,12824000,0,서울특별시,강남구,삼성동,,,
2020-05-01,886A0C5A-60F6-4A2C-871B-64F6AF593AE0,블랙홀릭,미설정(기본그룹),,,,방문 제휴식당,,,278,1311,1589,0,0,1589,589,100,12157200,12157200,원,0,0,0,12157200,12521080,11801856,719224,12521080,0,서울특별시,강서구,마곡동,,,
2020-05-01,7F4CC785-7F3F-4EFE-BB2A-3B59C89BE0DC,마이리얼트립,미설정(기본그룹),,,,방문 제휴식당,,,899,416,1311,3,1,1315,1028,126,12974100,12974100,원,0,0,0,12974100,12974100,12605415,368685,12974100,0,서울특별시,서초구,서초동,,,
2020-05-01,492FDE84-8DB4-4185-8769-76BD34BED25F,뤼이드(x),미설정(기본그룹),,,,방문 제휴식당,,,973,325,1298,0,0,1298,1092,95,10559600,9713900,원,845700,0,0,10559600,9713900,10301862,257738,10559600,0,서울특별시,강남구,삼성동,,,
2020-05-01,EF90AA3F-C401-4FFA-BD33-1198013DAE70,고려리비죤,미설정(기본그룹),,,,방문 제휴식당,,,234,88,319,0,3,322,255,32,341,341,장,0,0,0,341,2046000,341,2045659,2046000,0,울산광역시,울주군,두서면,,,
2020-05-01,E1FE894E-7A17-4C26-A3B2-D47CEC7E68A4,원스소프트,미설정(기본그룹),,,,방문 제휴식당,,,85,325,410,0,0,410,156,27,3007200,3007200,원,0,0,0,3007200,3007200,2970467,36733,3007200,0,서울특별시,금천구,가산동,,,
2020-05-01,B91284FC-B60F-7412-05DF-BF11A14C9072,강스템바이오텍,강스템바이오텍,,,,방문/전화배달 제휴식당,,,46,117,163,0,0,163,81,32,1205100,1205100,원,0,0,0,1205100,1205100,1184151,20949,1205100,0,서울특별시,강남구,대치동,,,
2020-05-01,7E13200C-61F4-4B61-81E1-1D1F54A8EF8A,이뮨앱스(x),미설정(기본그룹),,,,방문 제휴식당,,,23,0,23,0,0,23,23,5,697000,697000,원,0,0,0,697000,697000,681550,15450,697000,0,서울특별시,송파구,문정동,,,
2020-05-01,9F8127ED-2424-4758-A0B5-A75EE2480004,테이포프,미설정(기본그룹),,,,방문 제휴식당,,,268,116,384,0,0,384,295,26,2386900,2386900,원,0,0,0,2386900,2386900,2322141,64759,2386900,0,서울특별시,성동구,성수동1가,,,
2020-05-01,7F638158-C264-48A2-871C-92E775EF0336,스튜디오 슈퍼픽,이엔캐스트,,,,방문 제휴식당,,,133,211,344,0,0,344,189,29,2547100,2547100,원,0,0,0,2547100,2547100,2528278,18822,2547100,0,서울특별시,마포구,상암동,,,
2020-05-01,CB97763C-4690-4850-93BA-7C00C211B758,이엘미디어컴퍼니,이엘,,,,방문 제휴식당,,,210,176,386,0,0,386,261,36,2841200,2841200,원,0,0,0,2841200,2841200,2819126,22074,2841200,0,서울특별시,마포구,상암동,,,
2020-05-01,32FB2E4E-923D-42A5-8EDC-FF8C78CB80FD,천호앤케어 부산사업장,미설정(기본그룹),,,,방문 제휴식당,,,615,57,670,2,0,672,638,58,7332820,7332820,원,0,0,0,7332820,7332820,7310980,21840,7332820,0,부산광역시,부산진구,범천동,,,
2020-05-01,E77C513D-AA78-4E2D-8A83-4263715627D4,랭크웨이브,미설정(기본그룹),,,,방문 제휴식당,,,15,0,15,0,0,15,15,4,127150,127150,원,0,0,0,127150,127150,123963,3187,127150,0,서울특별시,강남구,삼성동,,,
2020-05-01,B068366F-5EB8-1C7E-E79C-D438C8E32F9D,현대벤디스,현대벤디스,,,,배달식사,,,211,0,200,11,0,211,211,42,1602500,1508800,원,93700,0,0,1602500,1508800,1437512,164988,1602500,0,서울특별시,강남구,삼성동,,,
2020-05-01,F6BDC51F-2950-434D-8586-ACAB33F14CB0,비마이펫(x),미설정(기본그룹),,,,방문/전화배달 제휴식당,,,7,19,26,0,0,26,14,7,297800,297800,원,0,0,0,297800,297800,296042,1758,297800,0,서울특별시,서초구,서초동,,,
2020-05-01,F51010A0-4283-44F3-8500-A11087FE2B84,훼브레트랜스포트코리아(x),미설정(기본그룹),,,,방문 제휴식당,,,35,84,119,0,0,119,50,11,1110600,1110600,원,0,0,0,1110600,1110600,1093209,17391,1110600,0,서울특별시,강남구,대치4동,,,
2020-05-01,B729A2EF-A4F3-4804-8CEE-55DE40FC4A54,더쿠스(x),미설정(기본그룹),,,,방문 제휴식당,,,29,152,181,0,0,181,77,13,1348900,1348900,원,0,0,0,1348900,1348900,1318285,30615,1348900,0,서울특별시,서초구,서초동,,,
2020-05-01,5BA6CB8B-094F-4E7E-9E33-974AD63DEBDF,컬럼비아스포츠웨어코리아(x),미설정(기본그룹),,,,배달식사,,,66,0,59,7,0,66,66,14,521600,521600,원,0,0,0,521600,521600,479872,41728,521600,0,서울특별시,동대문구,장안동,,,
2020-05-01,3DE3B89F-9579-4DB7-97E3-CD6D3A16B1B5,빅슨커뮤니케이션,미설정(기본그룹),,,,전화배달 제휴식당,,,1,17,18,0,0,18,5,13,192000,190000,원,2000,0,0,192000,190000,186240,5760,192000,0,서울특별시,강남구,논현동,,,
2020-05-01,776E48C6-6008-E30E-C5F2-EB555E0239C0,니오스트림인터랙티브,미설정(기본그룹),,,,배달식사,,,16,0,16,0,0,16,16,5,143900,143900,원,0,0,0,143900,143900,132388,11512,143900,0,서울특별시,강남구,역삼동,,,
2020-05-01,1E5244FB-0CF4-4FF1-8624-0974E7486D44,모트렉스(x),미설정(기본그룹),,,,방문 제휴식당,,,24,0,24,0,0,24,24,9,166400,166400,원,0,0,0,166400,166400,163486,2914,166400,0,경기도,성남시 분당구,수내동,,,
2020-05-01,9A1A55CF-AE69-6E0E-3319-69320A7EA16D,굿잡자립생활센터,미설정(기본그룹),,,,방문 제휴식당,,,4,29,33,0,0,33,16,9,221850,221850,원,0,0,0,221850,221850,217641,4209,221850,0,서울특별시,강남구,역삼동,,,
2020-05-01,6BF8907A-DA8B-4B96-8E8B-8A82A49C88EA,볼트러스트,미설정(기본그룹),,,,배달식사,,,79,0,77,2,0,79,79,8,614000,614000,원,0,0,0,614000,614000,560800,53200,614000,0,서울특별시,강남구,역삼동,,,
2020-05-01,7E13200C-61F4-4B61-81E1-1D1F54A8EF8A,이뮨앱스(x),미설정(기본그룹),,,,방문/전화배달 제휴식당,,,5,0,5,0,0,5,5,2,167600,167600,원,0,0,0,167600,167600,162572,5028,167600,0,서울특별시,송파구,문정동,,,
2020-05-01,E7466888-E317-45DC-A961-32EEA160F1D8,씨제이이엔엠(동대문),CJ,,,,방문/전화배달 제휴식당,,,7,0,7,0,0,7,7,4,69000,69000,원,0,0,0,69000,69000,66930,2070,69000,0,서울특별시,중구,쌍림동,,,
2020-05-01,4691522D-CA09-850B-F5F7-403912988CC5,빗썸서비스,비티씨,,,,배달식사,,,21,0,17,4,0,21,21,5,132000,132000,원,0,0,0,132000,132000,118800,13200,132000,0,서울특별시,강남구,역삼동,,,
2020-05-01,731AC448-3E6F-590A-5E9D-7CE01204C126,콤텍정보통신,콤텍시스템,,,,방문/전화배달 제휴식당,,,3,0,3,0,0,3,3,3,16500,16500,원,0,0,0,16500,16500,16170,330,16500,0,서울특별시,영등포구,대림동,,,
2020-05-01,6CF548F8-0E35-49A4-A492-7649A8EC2AE3,순천향대학교,순천향대학교,,,,구내식당,,,9,0,9,0,0,9,9,2,45000,45000,원,0,0,0,45000,45000,45000,0,45000,0,충청남도,아산시,신창면,,,
2020-05-01,1B5D5296-698F-B3AF-B464-6D930AC5BD58,라이엇게임즈,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,1,0,1,0,0,1,1,1,8400,8400,원,0,0,0,8400,8400,8190,210,8400,0,서울특별시,강남구,삼성동,,,
2020-05-01,D827B629-0DDA-418B-B0AC-79CF77243BB5,원티드랩,미설정(기본그룹),,,,전화배달 제휴식당,,,0,28,28,0,0,28,5,28,300400,300400,원,0,0,0,300400,300400,282376,18024,300400,0,서울특별시,송파구,신천동,,,
2020-05-01,4BBD183F-0843-5EB8-3443-6DD440EC4E23,아시아나항공,해지,,,,방문 제휴식당,,,10844,1447,12248,31,12,12291,11406,3456,111296700,23364,장,0,0,0,23364,111296700,111296700,0,111296700,0,서울특별시,강서구,오쇠동,,,
2020-05-01,2F08C46B-650D-F5F5-9037-E7F60DE47A5E,한미약품,한미약품,,,,방문/전화배달 제휴식당,,,136,436,572,0,0,572,235,245,4877550,4877550,원,0,0,0,4877550,4877550,4760618,116932,4877550,0,서울특별시,송파구,방이동,,,
2020-05-01,AD11B5CE-7193-4C87-98C7-E3C19332203F,현대오일뱅크 대산공장,HD현대,,,,방문/전화배달 제휴식당,,,275,0,275,0,0,275,275,100,2401000,2401000,원,0,0,0,2401000,2401000,2352980,48020,2401000,0,충청남도,서산시,대산읍,,,
2020-05-01,265EB415-20B1-42FB-8CEC-888918CB6022,한국글로벌널리지,지케이코리아,,,,방문 제휴식당,,,98,0,98,0,0,98,98,40,1089900,1089900,원,0,0,0,1089900,1089900,1070284,19616,1089900,0,서울특별시,강남구,역삼동,,,
2020-05-01,8AEABFF9-EDD1-E1AC-F838-52ABA5C33AAB,법무법인 율촌,율촌,,,,방문 제휴식당,,,7283,5175,12419,15,24,12458,9173,802,98849210,98838030,원,11180,0,0,98849210,98373735,96558981,1825934,98384915,0,서울특별시,강남구,삼성동,,,
2020-05-01,064E4E43-F647-4B87-A106-523CBC76395D,코비젼,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,8,3,11,0,0,11,9,11,85600,85600,원,0,0,0,85600,85600,84314,1286,85600,0,서울특별시,강서구,마곡동,,,
2020-05-01,A29E72DA-6ACF-4BAA-9060-FC34707B56D0,유앤피플,미설정(기본그룹),,,,방문 제휴식당,,,6,4,10,0,0,10,7,8,79000,79000,원,0,0,0,79000,79000,78210,790,79000,0,서울특별시,구로구,구로동,,,
2020-05-01,47A4C1A8-DD61-E928-239A-A11813E6C01E,핀크,미설정(기본그룹),,,,방문 제휴식당,,,194,0,194,0,0,194,194,52,1818650,1818650,원,0,0,0,1818650,1818650,1775572,43078,1818650,0,서울특별시,중구,다동,,,
2020-05-01,064E4E43-F647-4B87-A106-523CBC76395D,코비젼,미설정(기본그룹),,,,방문 제휴식당,,,105,34,139,0,0,139,118,48,1034300,1034300,원,0,0,0,1034300,1034300,1027160,7140,1034300,0,서울특별시,강서구,마곡동,,,
2020-05-01,84649328-25ED-FACC-A628-5677F238F494,테이크원컴퍼니,미설정(기본그룹),,,,방문 제휴식당,,,742,403,1143,2,0,1145,860,97,6840600,6823400,원,17200,0,0,6840600,6823400,6665576,175024,6840600,0,서울특별시,강남구,논현동,,,
2020-05-01,2DAD27B2-EF4B-8A77-6B5C-A97FEFCD1DC4,메쉬코리아(x),미설정(기본그룹),,,,방문 제휴식당,,,1489,586,2075,0,0,2075,1677,151,20027190,20027190,원,0,0,0,20027190,20027190,19681582,345608,20027190,0,서울특별시,강남구,대치동,,,
2020-05-01,27B5C116-F7FF-6838-08D1-54C5021CF4B2,에어부산(캐빈서비스팀),금호아시아나,,,,구내식당,,,204,0,204,0,0,204,204,83,936000,204,장,0,0,0,204,936000,936000,0,936000,0,부산광역시,강서구,대저2동,,,
2020-05-01,544C8DDE-F12B-72DE-1AF5-71373D0A0298,IMC게임즈,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,52,0,52,0,0,52,52,19,449000,359600,원,89400,0,0,449000,359600,437762,11238,449000,0,서울특별시,강남구,삼성동,,,
2020-05-01,654B14A7-C8DD-4928-8995-265ED6FB6577,담소정(대전동부경찰서)(x),미설정(기본그룹),,,,방문 제휴식당,,,901,0,900,1,0,901,901,178,5622800,5622800,원,0,0,0,5622800,5622800,5622800,0,5622800,0,대전광역시,동구,인동,,,
2020-05-01,57014FF0-647F-42A9-8542-D9F58076A95C,이글루코퍼레이션,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,40,71,111,0,0,111,65,54,828100,828100,원,0,0,0,828100,828100,803257,24843,828100,0,서울특별시,송파구,문정동,,,
2020-05-01,F910BC75-43F2-44B7-8959-5608C6BE8119,떠나요,미설정(기본그룹),,,,방문 제휴식당,,,28,40,68,0,0,68,41,18,235600,171400,원,64200,0,0,235600,171400,230740,4860,235600,0,서울특별시,성동구,성수동2가,,,
2020-05-01,97B301F9-DAE4-29A1-83BD-F2ECA5B57194,빗썸,빗썸,,,,방문/전화배달 제휴식당,,,31,106,137,0,0,137,61,69,1181700,1181700,원,0,0,0,1181700,1181700,1144769,36931,1181700,0,서울특별시,강남구,역삼동,,,
2020-05-01,A5C29675-467F-4310-BB87-3A8755F5788C,한국수출입은행,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,17,10,27,0,0,27,21,21,227100,227100,원,0,0,0,227100,227100,222703,4397,227100,0,서울특별시,영등포구,여의도동,,,
2020-05-01,57F7424E-2F21-9329-8E64-C11C1B3CDAE0,콤텍시스템,콤텍시스템,,,,방문 제휴식당,,,278,0,218,0,60,278,278,81,1524000,1524000,원,0,0,0,1524000,1524000,1493520,30480,1524000,0,서울특별시,영등포구,대림3동,,,
2020-05-01,306C0494-C8C0-8542-D0A4-D2C2530E0B40,국민의힘(x),미설정(기본그룹),,,,방문 제휴식당,,,98,2,100,0,0,100,99,35,3283700,3283700,원,0,0,0,3283700,3283700,3226752,56948,3283700,0,서울특별시,영등포구,여의도동,,,
2020-05-01,B45243CA-6146-47E2-8617-2DD4B815304F,갤럭시아에스엠(x),미설정(기본그룹),,,,방문 제휴식당,,,375,252,624,3,0,627,464,46,6786930,6786930,원,0,0,0,6786930,6786930,6643704,143226,6786930,0,서울특별시,강남구,논현동,,,
2020-05-01,F37FEE66-2A01-4B67-83CF-CA2F1456A969,푸마코리아,미설정(기본그룹),,,,방문 제휴식당,,,139,4,143,0,0,143,141,34,1223060,1223060,원,0,0,0,1223060,1223060,1198592,24468,1223060,0,,,,,,
2020-05-01,5FF61FAD-C242-42F5-B706-C1398AB13BD4,한국건강증진개발원(x),미설정(기본그룹),,,,방문/전화배달 제휴식당,,,2,7,9,0,0,9,5,8,47400,47400,원,0,0,0,47400,47400,46452,948,47400,0,서울특별시,중구,충무로3가,,,
2020-05-01,6564CF59-67B7-4B03-9405-065599DBAB0C,법무법인 대륙아주,미설정(기본그룹),,,,방문 제휴식당,,,294,109,403,0,0,403,331,89,5072200,5072200,원,0,0,0,5072200,5072200,4983632,88568,5072200,0,서울특별시,강남구,역삼동,,,
2020-05-01,DF14C144-7EFC-D260-A819-0BEFE0025DD0,환인제약,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,19,0,19,0,0,19,19,11,68400,68400,원,0,0,0,68400,68400,66348,2052,68400,0,서울특별시,송파구,문정동,,,
2020-05-01,984C8B7A-B360-404C-A2E8-AA503CCDF354,스테이지파이브,미설정(기본그룹),,,,POS(MMTHC),,,159,0,159,0,0,159,159,27,350800,350800,원,0,0,0,350800,350800,343784,7016,350800,0,서울특별시,송파구,신천동,,,
2020-05-01,9D3E8957-786D-0936-A0B6-B73CBF187B67,에어서울,해지,,,,구내식당,,,159,0,159,0,0,159,159,20,716510,159,장,0,0,0,159,716510,716510,0,716510,0,서울특별시,강서구,방화동,,,
2020-05-01,C37E1F5D-D494-4EF1-B05D-4538658CE83F,발렉스서비스,팬택씨앤아이,,,,방문/전화배달 제휴식당,,,189,0,189,0,0,189,189,48,754900,754900,원,0,0,0,754900,754900,732253,22647,754900,0,서울특별시,강남구,삼성동,,,
2020-05-01,7461A0E1-EBE7-4A8C-9249-4E0A94EA0926,에코먼트,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,15,32,46,1,0,47,24,11,300700,300700,원,0,0,0,300700,300700,289999,10701,300700,0,서울특별시,강남구,역삼동,,,
2020-05-01,3CF4D3AC-C7BD-1590-6A63-B146AF4E6630,포스트포나인즈,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,34,113,147,0,0,147,77,30,1251600,1251600,원,0,0,0,1251600,1251600,1214513,37087,1251600,0,서울특별시,강남구,논현동,,,
2020-05-01,35558ADD-2CFF-4977-85CA-83B314742ACC,블랭크,미설정(기본그룹),,,,방문 제휴식당,,,721,3397,4117,1,0,4118,1733,238,30418300,30418300,원,0,0,0,30418300,30418300,29796992,621308,30418300,0,서울특별시,강남구,역삼동,,,
2020-05-01,33AD4C5B-F146-4526-BE4F-2A0205E90075,광운대학교 혁신인재양성사업단,미설정(기본그룹),,,,방문 제휴식당,,,307,141,444,4,0,448,360,47,2892700,2892700,원,0,0,0,2892700,2892700,2892700,0,2892700,0,서울특별시,노원구,월계동,,,
2020-05-01,6C912B6F-650B-44B0-952B-057B65EA2D0A,데일리,미설정(기본그룹),,,,배달식사,,,12,0,12,0,0,12,12,5,102000,102000,원,0,0,0,102000,102000,93840,8160,102000,0,서울특별시,강남구,역삼동,,,
2020-05-01,C838D901-3EC2-4B09-9663-04B6B3F4F199,에센루,미설정(기본그룹),,,,방문/전화배달 제휴식당,,,0,17,17,0,0,17,4,16,133800,133800,원,0,0,0,133800,133800,128710,5090,133800,0,서울특별시,강남구,논현동,,,
2020-05-01,88D2A729-9555-49EE-97A2-DA1B7099624A,임피리얼팰리스서울,미설정(기본그룹),,,,구내식당,,,3255,0,3255,0,0,3255,3255,253,3255,3255,장,0,0,0,3255,15624000,15624000,0,15624000,0,서울특별시,강남구,논현동,,,
2020-05-01,DCA54716-0894-37AE-23A0-BE661006D524,자이언트스텝(x),미설정(기본그룹),,,,방문 제휴식당,,,399,1938,2337,0,0,2337,973,156,17678400,17678400,원,0,0,0,17678400,17678400,17295893,382507,17678400,0,서울특별시,강남구,논현동,,,
2020-05-01,5D318C1F-5A45-BF8E-7473-CE170A9DA927,알디엠체인,미설정(기본그룹),,,,방문 제휴식당,,,317,195,512,0,0,512,386,15,3987840,3987840,원,0,0,0,3987840,3987840,3883450,104390,3987840,0,서울특별시,강남구,역삼동,,,
